Protein_Class,Protein_ID,H1_count,H1_mean,H1_median,H1_max,H1_sum,H1_std,Curv_mean,Curv_median,Curv_max,Curv_min,Curv_std,Curv_sum,Curv_n_positive,Curv_n_negative,Curv_n_zero,HG_n_nodes,HG_n_hyperedges,HG_avg_edge_size,HG_max_edge_size,HG_connectivity,HG_density,Curv_n_outliers_removed,Pers_n_outliers_removed
Kplus31_KnotProt_Homologs,2H3X_B,66.0,0.724925169605527,0.6007004440681198,2.601180368499337,47.84506119396478,0.5879705970914039,-21.952380952380953,-20.0,-2.0,-61.0,13.042578101641368,-1383.0,0.0,63.0,0.0,118.0,69.0,8.072463768115941,58.0,0.5847457627118644,0.009995654063450673,6,3
Kplus31_KnotProt_Homologs,2GC4_B,60.0,0.8288701109236742,0.7161319846814718,2.377493850354856,49.732206655420455,0.5518828869604441,-22.06896551724138,-20.5,-5.0,-64.0,12.234578003750086,-1280.0,0.0,58.0,0.0,117.0,64.0,8.65625,60.0,0.5470085470085471,0.009431181844974948,6,4
Kplus31_KnotProt_Homologs,2FNK_A,139.0,0.7571210012663749,0.5782620356414734,2.728125561521579,105.23981917602612,0.600756207537332,-25.64179104477612,-23.0,0.0,-68.0,15.029028123747636,-3436.0,0.0,133.0,1.0,254.0,150.0,9.186666666666667,108.0,0.5905511811023622,0.004668388783417883,16,11
Kplus31_KnotProt_Homologs,2HJ4_D,55.0,0.7452226294597445,0.6305034635709807,2.3445669023858473,40.98724462028595,0.5323317348282368,-20.096153846153847,-18.0,-6.0,-57.0,10.898587797340138,-1045.0,0.0,52.0,0.0,108.0,58.0,8.482758620689655,58.0,0.5370370370370371,0.010038075458636206,6,3
Kplus31_KnotProt_Homologs,2J55_L,65.0,0.8072152039381297,0.7058888518667015,2.443822360213149,52.46898825597843,0.6215904633837374,-20.951612903225808,-18.0,-1.0,-63.0,13.164501901012775,-1299.0,0.0,62.0,0.0,118.0,68.0,8.117647058823529,54.0,0.576271186440678,0.00985078951180646,6,3
Kplus31_KnotProt_Homologs,2HFW_A,141.0,0.6829974338670546,0.5326582949575762,2.2901420653294116,96.3026381752547,0.5446133075171568,-25.639705882352942,-23.5,1.0,-75.0,14.659705073932125,-3487.0,1.0,134.0,1.0,255.0,153.0,9.169934640522875,131.0,0.6,0.004724409448818898,17,12
Kplus31_KnotProt_Homologs,2J56_L,63.0,0.8420231532124223,0.6882495932727135,2.548388871109596,53.0474586523826,0.5965444299724318,-20.35483870967742,-17.0,4.0,-59.0,12.65050907326243,-1262.0,1.0,61.0,0.0,122.0,66.0,7.924242424242424,44.0,0.5409836065573771,0.00894187779433681,4,3
Kplus31_KnotProt_Homologs,2H47_B,64.0,0.7082278610021184,0.5864531041580712,2.0660261260235515,45.32658310413558,0.5365622640542336,-20.098360655737704,-19.0,-2.0,-56.0,11.633339480840608,-1226.0,0.0,61.0,0.0,117.0,68.0,7.897058823529412,58.0,0.5811965811965812,0.010020630710285883,7,4
Kplus31_KnotProt_Homologs,2J57_K,62.0,0.8267531167079295,0.688303829074917,2.4293289257084796,51.25869323589163,0.5929085615860892,-22.783333333333335,-18.5,-6.0,-62.0,13.20743687809595,-1367.0,0.0,60.0,0.0,117.0,65.0,8.246153846153845,44.0,0.5555555555555556,0.009578544061302681,5,3
Kplus31_KnotProt_Homologs,2NWO_A,137.0,0.6918151349037657,0.6065492676695747,2.12509057949248,94.7786734818159,0.5418663641356898,-25.06766917293233,-23.0,1.0,-68.0,14.197424042919309,-3334.0,1.0,132.0,0.0,256.0,151.0,9.490066225165563,134.0,0.58984375,0.0046262254901960785,18,14
Kplus31_KnotProt_Homologs,2MAD_L,66.0,0.820501885249705,0.5712041779222718,2.937674790874814,54.15312442648053,0.6501242903189262,-23.142857142857142,-19.0,-6.0,-64.0,14.152073315889867,-1458.0,0.0,63.0,0.0,116.0,68.0,8.441176470588236,60.0,0.5862068965517241,0.010194902548725637,5,2
Kplus31_KnotProt_Homologs,2NWP_A,137.0,0.7174051797418275,0.5945462491023168,2.4160570898475573,98.28450962463037,0.5604172813918172,-27.09090909090909,-25.0,1.0,-76.0,16.10592519684234,-3576.0,1.0,131.0,0.0,254.0,150.0,9.673333333333334,134.0,0.5905511811023622,0.004668388783417883,18,13
Kplus31_KnotProt_Homologs,2MTA_L,60.0,0.7881602998518759,0.6170894541392511,2.416678405847266,47.28961799111255,0.5489660233012141,-18.964912280701753,-18.0,4.0,-43.0,10.407428036053801,-1081.0,1.0,56.0,0.0,121.0,64.0,8.328125,60.0,0.5289256198347108,0.008815426997245178,7,4
Kplus31_KnotProt_Homologs,2NXS_A,136.0,0.7116999070942123,0.5785922229760936,2.4305054780280635,96.79118736481287,0.5639604864488481,-29.118518518518517,-26.0,1.0,-80.0,17.7020826779943,-3931.0,1.0,134.0,0.0,256.0,149.0,10.006711409395972,141.0,0.58203125,0.004564950980392157,14,13
Kplus31_KnotProt_Homologs,2O3A_A,100.0,0.5532410598594721,0.4622048455450929,1.8604746123949027,55.32410598594721,0.4090326777451904,-17.357142857142858,-17.0,0.0,-44.0,8.937709609358793,-1701.0,0.0,97.0,1.0,160.0,109.0,6.715596330275229,62.0,0.68125,0.008569182389937107,11,9
Kplus31_KnotProt_Homologs,2NWZ_A,140.0,0.7056660073128744,0.5880135140693472,2.513793191973546,98.79324102380242,0.5756523481607398,-26.14814814814815,-24.0,0.0,-74.0,15.331168213572866,-3530.0,0.0,134.0,1.0,256.0,153.0,9.4640522875817,134.0,0.59765625,0.0046875,18,13
Kplus31_KnotProt_Homologs,2P02_A,264.0,0.6010717486976512,0.39989010933641866,2.3666596382703933,158.68294165617993,0.5297647045778514,-35.18677042801556,-33.0,-4.0,-97.0,18.626477432791756,-9043.0,0.0,257.0,0.0,392.0,287.0,10.149825783972126,201.0,0.7321428571428571,0.003744976251370113,30,23
Kplus31_KnotProt_Homologs,2NXT_A,144.0,0.6836763025414196,0.5450717245134222,2.466371576018581,98.44938756596443,0.5758270574532645,-25.872340425531913,-24.0,1.0,-70.0,15.650822407788633,-3648.0,1.0,140.0,0.0,258.0,157.0,8.97452229299363,96.0,0.6085271317829457,0.004735619702591017,16,13
Kplus31_KnotProt_Homologs,2OBV_A,261.0,0.6451192304590665,0.4533536719820477,2.476773533135992,168.37611914981636,0.5612670957291104,-33.68273092369478,-31.0,-5.0,-91.0,17.906039427068805,-8387.0,0.0,249.0,0.0,385.0,281.0,9.580071174377224,193.0,0.7298701298701299,0.0038014069264069262,32,20
Kplus31_KnotProt_Homologs,2V3K_A,139.0,0.5199420971802874,0.37232541789433515,1.6926755741600985,72.27195150805994,0.425747681799404,-22.21323529411765,-21.0,-3.0,-51.0,9.42884192894903,-3021.0,0.0,136.0,0.0,216.0,151.0,7.754966887417218,89.0,0.6990740740740741,0.006503014642549526,15,12
Kplus31_KnotProt_Homologs,2QMM_A,130.0,0.5690036092798298,0.44893424061657017,1.866235497974885,73.97046920637789,0.425462035151983,-20.873015873015873,-19.0,-1.0,-46.0,9.22039158947385,-2630.0,0.0,126.0,0.0,194.0,140.0,7.2,66.0,0.7216494845360825,0.007478233000373912,14,10
Kplus31_KnotProt_Homologs,2YFK_A,282.0,0.4974100708394637,0.35743625318916283,1.7961533245822965,140.26963997672877,0.3842014481149676,-24.369565217391305,-23.0,0.0,-60.0,11.149235423812781,-6726.0,0.0,275.0,1.0,380.0,305.0,8.029508196721311,220.0,0.8026315789473685,0.004235522844049437,29,23
Kplus31_KnotProt_Homologs,2Z0Y_A,144.0,0.6241555620649802,0.44792797824061203,2.280637063906698,89.87840093735716,0.5233906390759017,-20.1,-19.0,-1.0,-47.0,9.500601484718143,-2814.0,0.0,140.0,0.0,224.0,153.0,6.895424836601308,45.0,0.6830357142857143,0.006125880845611787,13,9
Kplus31_KnotProt_Homologs,3AXZ_A,149.0,0.46708756612702723,0.34947964130806763,1.4607582347353008,69.59604735292706,0.3469961742609296,-16.263513513513512,-17.0,1.0,-35.0,6.840224319150935,-2407.0,1.0,147.0,0.0,238.0,161.0,6.546583850931677,106.0,0.6764705882352942,0.0057086125589476296,13,12
Kplus31_KnotProt_Homologs,3AI9_X,137.0,0.5240953644995511,0.3918810594708466,1.6817381348038039,71.8010649364385,0.3821401821932543,-19.763358778625953,-20.0,-1.0,-42.0,7.783160586715794,-2589.0,0.0,131.0,0.0,211.0,151.0,7.403973509933775,64.0,0.7156398104265402,0.006815617242157526,20,14
Kplus31_KnotProt_Homologs,2YY8_A,105.0,0.5633980648547077,0.44031682178975107,2.1686302668733326,59.15679680974431,0.4704052104276956,-20.46153846153846,-20.0,-1.0,-49.0,10.248755156043133,-2128.0,0.0,104.0,0.0,173.0,115.0,7.4,100.0,0.6647398843930635,0.007729533539454228,11,10
Kplus31_KnotProt_Homologs,3AIA_A,131.0,0.552439180261139,0.40846440952466967,1.8043613860048842,72.36953261420922,0.38281114480664113,-18.544,-18.0,-1.0,-40.0,7.725805071317811,-2318.0,0.0,125.0,0.0,200.0,143.0,7.2027972027972025,63.0,0.715,0.007185929648241206,18,12
Kplus31_KnotProt_Homologs,3C75_L,56.0,0.8766996179390832,0.7402028375792873,2.588732674142128,49.09517860458866,0.6133102768325576,-23.314814814814813,-17.5,-6.0,-67.0,14.977543775876573,-1259.0,0.0,54.0,0.0,115.0,59.0,9.101694915254237,60.0,0.5130434782608696,0.009000762776506483,5,3
Kplus31_KnotProt_Homologs,2V3J_A,140.0,0.5103356213216333,0.3509594689372757,1.7591615155470288,71.44698698502867,0.41062739368445816,-23.769784172661872,-23.0,3.0,-52.0,9.73853618383062,-3304.0,1.0,138.0,0.0,212.0,152.0,7.9605263157894735,116.0,0.7169811320754716,0.006796029687919163,13,12
Kplus31_KnotProt_Homologs,3BBH_A,123.0,0.548228825898904,0.37123551322767945,1.9839609501211761,67.4321455855652,0.44559596908868393,-24.1869918699187,-22.0,-4.0,-57.0,10.412117388510804,-2975.0,0.0,123.0,0.0,205.0,136.0,8.536764705882353,154.0,0.6634146341463415,0.0065040650406504065,13,13
Kplus31_KnotProt_Homologs,3BBE_A,123.0,0.5555384688314691,0.41560777375959024,1.9632705501274517,68.3312316662707,0.4283214374152985,-23.428571428571427,-21.0,-2.0,-56.0,10.710531555178658,-2788.0,0.0,119.0,0.0,204.0,136.0,8.941176470588236,154.0,0.6666666666666666,0.006568144499178982,17,13
Kplus31_KnotProt_Homologs,3D0N_A,148.0,0.703251068913097,0.5404675274622028,2.501211989126105,104.08115819913834,0.5803031979913661,-23.47586206896552,-21.0,-1.0,-62.0,13.166353543640984,-3404.0,0.0,145.0,0.0,267.0,161.0,8.658385093167702,113.0,0.602996254681648,0.0045338064261778045,16,13
Kplus31_KnotProt_Homologs,3DCC_A,140.0,0.6923530508251199,0.522938309124592,2.587953984732062,96.92942711551679,0.5681298096026645,-21.35820895522388,-21.0,1.0,-54.0,11.297472300220441,-2862.0,1.0,133.0,0.0,261.0,153.0,8.42483660130719,87.0,0.5862068965517241,0.004509283819628647,19,13
Kplus31_KnotProt_Homologs,3DC3_A,133.0,0.7251627231173859,0.5889910091253494,2.534197174379816,96.44664217461234,0.566647839917903,-24.625954198473284,-22.0,1.0,-66.0,14.516290337348849,-3226.0,1.0,129.0,1.0,258.0,146.0,9.10958904109589,118.0,0.5658914728682171,0.004403824691581456,15,13
Kplus31_KnotProt_Homologs,3DC9_A,138.0,0.7069657661650015,0.5833723422567907,2.641682158119627,97.5612757307702,0.5736427084839918,-25.583941605839417,-23.0,1.0,-71.0,16.2555514765513,-3505.0,1.0,136.0,0.0,258.0,151.0,9.198675496688741,123.0,0.5852713178294574,0.004554640605676711,14,13
Kplus31_KnotProt_Homologs,3DCW_A,137.0,0.68631015682095,0.5488317766800961,2.180805345093314,94.02449148447015,0.5513814951837068,-26.33823529411765,-23.0,1.0,-74.0,16.60493397095968,-3582.0,1.0,135.0,0.0,261.0,151.0,9.410596026490067,134.0,0.578544061302682,0.004450338933097554,15,14
Kplus31_KnotProt_Homologs,3DBU_A,135.0,0.7213165815755975,0.5951157559042155,2.545459443297932,97.37773851270566,0.5704046557784491,-24.587786259541986,-23.0,1.0,-64.0,13.968814901624322,-3221.0,1.0,130.0,0.0,261.0,148.0,9.22972972972973,138.0,0.5670498084291188,0.004361921603300914,17,13
Kplus31_KnotProt_Homologs,3DV7_A,138.0,0.7075673812025461,0.5857263105092132,2.4613384983564206,97.64429860595136,0.5554292251854027,-25.560606060606062,-24.0,1.0,-71.0,14.861612934894715,-3374.0,1.0,131.0,0.0,256.0,151.0,9.47019867549669,134.0,0.58984375,0.0046262254901960785,19,13
Kplus31_KnotProt_Homologs,3DCS_A,137.0,0.7081225613275768,0.5842925110476864,2.4704866342597196,97.01279090187802,0.565296511474755,-25.470588235294116,-23.0,1.0,-63.0,14.387975564006558,-3464.0,2.0,134.0,0.0,258.0,150.0,9.193333333333333,134.0,0.5813953488372093,0.00452447742285766,14,13
Kplus31_KnotProt_Homologs,3F7B_A,143.0,0.7086628989837583,0.5354931917121473,2.646133220971257,101.33879455467743,0.6054327280692009,-24.676470588235293,-23.0,0.0,-62.0,12.427366831585122,-3356.0,0.0,135.0,1.0,254.0,155.0,9.03225806451613,126.0,0.610236220472441,0.004824001742865146,19,12
Kplus31_KnotProt_Homologs,3DVB_A,138.0,0.7256571313254266,0.6033057131023325,2.617273813930371,100.14068412290888,0.5811122662839914,-25.833333333333332,-24.0,1.0,-72.0,15.452354271283472,-3410.0,1.0,131.0,0.0,256.0,150.0,9.506666666666666,134.0,0.5859375,0.004595588235294118,18,12
Kplus31_KnotProt_Homologs,3F7U_A,141.0,0.6596057084831382,0.4928806374488204,2.4480031493560563,93.00440489612248,0.552944980945946,-24.45985401459854,-22.0,1.0,-58.0,12.173331267129479,-3351.0,1.0,136.0,0.0,243.0,154.0,8.474025974025974,67.0,0.6337448559670782,0.005237560793116348,17,13
Kplus31_KnotProt_Homologs,3FW3_A,134.0,0.7025282201747314,0.5451982438643506,2.340360441205452,94.13878150341401,0.5271678832307992,-23.375,-20.0,1.0,-55.0,12.022115038544591,-2992.0,2.0,126.0,0.0,247.0,147.0,8.73469387755102,78.0,0.5951417004048583,0.0048385504097955955,19,13
Kplus31_KnotProt_Homologs,3DVC_A,139.0,0.6982341960343148,0.5978454889218696,2.1501215486976637,97.05455324876976,0.5525166632275598,-24.87878787878788,-23.5,1.0,-66.0,13.556855753628922,-3284.0,1.0,131.0,0.0,257.0,152.0,9.375,134.0,0.5914396887159533,0.004620622568093385,20,13
Kplus31_KnotProt_Homologs,3IAI_A,135.0,0.7024158274513016,0.5254920621348758,2.4537782620865993,94.82613670592572,0.5249663129645207,-26.553030303030305,-24.0,-3.0,-71.0,13.78696925071982,-3505.0,0.0,132.0,0.0,256.0,150.0,10.073333333333334,130.0,0.5859375,0.004595588235294118,18,15
Kplus31_KnotProt_Homologs,3FR7_A,378.0,0.44625135788361436,0.3474237791332233,1.4978099238750886,168.68301328000624,0.33840847375260197,-27.94025974025974,-26.0,0.0,-67.0,12.999263313195165,-10757.0,0.0,384.0,1.0,518.0,419.0,7.935560859188544,203.0,0.8088803088803089,0.003129130788705257,34,41
Kplus31_KnotProt_Homologs,3IEF_A,122.0,0.5156713641089401,0.42203510256664956,1.6809973377584786,62.91190642129069,0.3823795703304331,-16.585365853658537,-16.0,2.0,-39.0,7.879093288254232,-2040.0,1.0,121.0,1.0,218.0,134.0,7.067164179104478,68.0,0.6146788990825688,0.005665243309516763,11,12
Kplus31_KnotProt_Homologs,3IC6_A,127.0,0.542907211608911,0.41492285789346006,1.8598805240845797,68.9492158743317,0.40199780203130137,-19.49206349206349,-18.0,0.0,-42.0,9.09364511383011,-2456.0,0.0,125.0,1.0,208.0,139.0,7.16546762589928,60.0,0.6682692307692307,0.006456707543664065,13,12
Kplus31_KnotProt_Homologs,3ILK_A,163.0,0.4133740934671165,0.30764346653713126,1.4581856618361133,67.37997723513999,0.3198866913633722,-15.376543209876543,-16.0,0.0,-33.0,6.133308607134906,-2491.0,0.0,161.0,1.0,235.0,178.0,5.99438202247191,52.0,0.7574468085106383,0.0064739043462447715,16,15
Kplus31_KnotProt_Homologs,3FR8_A,369.0,0.4679872415939599,0.36350793055027264,1.7144115902715273,172.6872921481712,0.3817315934851738,-28.173441734417345,-25.0,-1.0,-72.0,14.146820122938532,-10396.0,0.0,369.0,0.0,502.0,409.0,8.28361858190709,201.0,0.8147410358565738,0.0032524592249763423,40,40
Kplus31_KnotProt_Homologs,3GYQ_A,154.0,0.5977764675422687,0.4251739881280563,2.33276128085269,92.05757600150937,0.49645781216455687,-18.866666666666667,-18.0,-4.0,-40.0,7.202468712570402,-2830.0,0.0,150.0,0.0,260.0,169.0,7.355029585798817,72.0,0.65,0.005019305019305019,19,15
Kplus31_KnotProt_Homologs,3JXG_A,151.0,0.6766398932918892,0.5112103419243628,2.3124681608264472,102.17262388707528,0.5305956455086486,-22.845637583892618,-21.0,1.0,-61.0,11.79564521634984,-3404.0,1.0,147.0,1.0,257.0,165.0,8.218181818181819,120.0,0.642023346303502,0.005015807392996109,16,14
Kplus31_KnotProt_Homologs,3IML_A,257.0,0.6014724790227931,0.4018589925357787,2.263121358534482,154.57842710885782,0.5187001301486708,-32.92,-30.0,-2.0,-86.0,16.915365795630905,-8230.0,0.0,250.0,0.0,362.0,277.0,9.545126353790614,215.0,0.7651933701657458,0.0042392984496717225,27,20
Kplus31_KnotProt_Homologs,3KNE_A,138.0,0.7321573131530079,0.5904572349564785,2.641091779172931,101.03770921511509,0.591127186100009,-21.669172932330827,-20.0,1.0,-55.0,11.771458923201523,-2882.0,1.0,132.0,0.0,260.0,150.0,8.36,90.0,0.5769230769230769,0.004455004455004455,17,12
Kplus31_KnotProt_Homologs,3JXF_A,153.0,0.6644910864350974,0.5359359186220303,2.2732805445875064,101.6671362245699,0.5086167259585526,-26.536912751677853,-25.0,0.0,-68.0,13.56293977850454,-3954.0,0.0,148.0,1.0,266.0,168.0,9.351190476190476,153.0,0.631578947368421,0.004766633565044687,19,15
Kplus31_KnotProt_Homologs,3KLD_B,151.0,0.7144294330450491,0.5566499613870866,2.3023387773890986,107.87884438980242,0.5356508356390525,-23.34722222222222,-22.0,-1.0,-58.0,10.771825031357167,-3362.0,0.0,144.0,0.0,261.0,164.0,8.725609756097562,145.0,0.6283524904214559,0.004833480695549661,20,13
Kplus31_KnotProt_Homologs,3KIG_A,139.0,0.7170623523203639,0.5597359309608256,2.569577827645463,99.67166697253057,0.5855020010573404,-23.18045112781955,-22.0,1.0,-61.0,13.207331403580454,-3083.0,2.0,131.0,0.0,257.0,151.0,8.6158940397351,91.0,0.5875486381322957,0.0045902237354085605,18,12
Kplus31_KnotProt_Homologs,3JXH_C,150.0,0.6828491550982505,0.5515479888865022,2.3870000649008913,102.42737326473758,0.5457267217379128,-24.73103448275862,-23.0,2.0,-63.0,12.948841073113146,-3586.0,2.0,142.0,1.0,256.0,163.0,8.920245398773005,117.0,0.63671875,0.0049938725490196074,18,13
Kplus31_KnotProt_Homologs,3KNU_A,105.0,0.4921195790945129,0.3475063026463019,1.6906223908332318,51.67255580492386,0.39627658732728527,-16.60377358490566,-15.0,3.0,-44.0,9.077942628361921,-1760.0,1.0,104.0,1.0,187.0,115.0,7.017391304347826,60.0,0.6149732620320856,0.006612615720775114,9,10
Kplus31_KnotProt_Homologs,3KZK_A,214.0,0.5061015934793258,0.3761643340937919,1.8961845132058457,108.30574100457574,0.39520637091129607,-20.766355140186917,-19.0,-3.0,-50.0,9.29885877758471,-4444.0,0.0,214.0,0.0,331.0,237.0,7.481012658227848,82.0,0.716012084592145,0.004339467179346333,23,23
Kplus31_KnotProt_Homologs,3KZM_A,218.0,0.4969998540583808,0.35547125668874324,1.9064981330480792,108.34596818472701,0.3965424964896248,-22.616438356164384,-20.0,-3.0,-60.0,10.886248881591559,-4953.0,0.0,219.0,0.0,330.0,241.0,7.6970954356846475,82.0,0.7303030303030303,0.004439532099106567,22,23
Kplus31_KnotProt_Homologs,3KTY_A,115.0,0.49597178148589294,0.3826464304874939,1.5852238053982068,57.03675487087769,0.3628584706750206,-16.17543859649123,-16.0,0.0,-38.0,7.721291608654522,-1844.0,0.0,113.0,1.0,162.0,124.0,6.032258064516129,38.0,0.7654320987654321,0.009508473276589218,10,9
Kplus31_KnotProt_Homologs,3KZC_A,206.0,0.5378034752452904,0.3975388529062207,1.9532106336569983,110.78751590052983,0.40110988400655084,-20.774509803921568,-19.0,3.0,-54.0,10.173887049740834,-4238.0,1.0,203.0,0.0,326.0,227.0,7.361233480176211,71.0,0.696319018404908,0.004285040113260972,23,21
Kplus31_KnotProt_Homologs,3KZN_A,214.0,0.49933949457426546,0.3633604783968676,1.750225445008188,106.85865183889281,0.3908362146855238,-21.77777777777778,-20.0,-2.0,-57.0,10.33900680570407,-4704.0,0.0,216.0,0.0,331.0,237.0,7.4978902953586495,73.0,0.716012084592145,0.004339467179346333,21,23
Kplus31_KnotProt_Homologs,3L02_A,223.0,0.48778901030765714,0.36573742069516957,1.8338628824617187,108.77694929860755,0.39538012863476446,-22.39090909090909,-21.0,-3.0,-58.0,10.883762262735049,-4926.0,0.0,220.0,0.0,331.0,246.0,7.605691056910569,82.0,0.743202416918429,0.004504257072232903,26,23
Kplus31_KnotProt_Homologs,3L8U_A,98.0,0.6132519230547401,0.4696879336584021,1.9069165139589002,60.09868845936453,0.4539122776471513,-17.835051546391753,-18.0,1.0,-43.0,8.804497927777005,-1730.0,1.0,96.0,0.0,152.0,106.0,6.471698113207547,44.0,0.6973684210526315,0.009236667828511676,9,8
Kplus31_KnotProt_Homologs,3KZO_A,220.0,0.49175440575219914,0.34591050123331435,1.9454833482239877,108.1859692654838,0.39735487917999035,-21.95852534562212,-20.0,-2.0,-61.0,10.556983127592373,-4765.0,0.0,217.0,0.0,331.0,243.0,7.6460905349794235,82.0,0.7341389728096677,0.00444932710793738,26,23
Kplus31_KnotProt_Homologs,3L06_A,218.0,0.49122599275317486,0.3675306080937979,1.8856029894078903,107.08726642019212,0.4238611793918956,-22.433179723502302,-20.0,-3.0,-59.0,11.672426270945076,-4868.0,0.0,217.0,0.0,331.0,240.0,7.641666666666667,82.0,0.7250755287009063,0.004394397143641857,23,22
Kplus31_KnotProt_Homologs,3L05_A,209.0,0.5124825711922976,0.3587965793839576,1.819399700877148,107.1088573791902,0.405200979231662,-23.180094786729857,-20.0,-3.0,-64.0,12.80091014205432,-4891.0,0.0,211.0,0.0,331.0,232.0,7.931034482758621,77.0,0.7009063444108762,0.004247917238853795,21,23
Kplus31_KnotProt_Homologs,3L4O_C,65.0,0.7791684399190196,0.5989160929590822,2.5164695505650974,50.645948594736275,0.6149379848927958,-19.24590163934426,-16.0,4.0,-54.0,11.29870983162138,-1174.0,1.0,60.0,0.0,120.0,68.0,8.073529411764707,60.0,0.5666666666666667,0.009523809523809525,7,3
Kplus31_KnotProt_Homologs,3L04_A,217.0,0.49640982064039707,0.34930603675242455,1.8966981424556275,107.72093107896616,0.3994027698624625,-21.313084112149532,-19.0,-4.0,-56.0,10.679271424203227,-4561.0,0.0,214.0,0.0,331.0,240.0,7.4875,82.0,0.7250755287009063,0.004394397143641857,26,23
Kplus31_KnotProt_Homologs,3M14_A,141.0,0.7316504289259786,0.5681711868504049,2.6712332942404258,103.16271047856299,0.6032129183372382,-24.613138686131386,-22.0,0.0,-67.0,14.507107835123108,-3372.0,0.0,135.0,2.0,263.0,153.0,8.843137254901961,115.0,0.5817490494296578,0.004440832438394334,16,12
Kplus31_KnotProt_Homologs,3M1K_A,140.0,0.7007603991819522,0.5540717851429475,2.4518263219560152,98.10645588547331,0.5841554794719606,-21.992537313432837,-21.0,1.0,-55.0,11.549049368811035,-2947.0,1.0,133.0,0.0,261.0,153.0,8.522875816993464,91.0,0.5862068965517241,0.004509283819628647,19,13
Kplus31_KnotProt_Homologs,3M1Q_A,144.0,0.6798827835438455,0.5551439242103462,2.463994375318001,97.90312083031375,0.5724760819105449,-25.301470588235293,-23.0,-1.0,-66.0,14.265507482025418,-3441.0,0.0,136.0,0.0,259.0,157.0,9.337579617834395,134.0,0.6061776061776062,0.0046990512106791175,21,13
Kplus31_KnotProt_Homologs,3M2X_A,139.0,0.7568893435243513,0.6231719285089756,2.7754889410309396,105.20761874988483,0.6246510557409449,-22.992481203007518,-22.0,1.0,-61.0,13.335743276280091,-3058.0,1.0,130.0,2.0,255.0,150.0,8.673333333333334,97.0,0.5882352941176471,0.004631773969430292,17,11
Kplus31_KnotProt_Homologs,3M04_A,138.0,0.731771863465375,0.5458525695224803,2.653711156083623,100.98451715822175,0.6000412290253365,-21.407692307692308,-20.0,1.0,-55.0,11.200752827615,-2783.0,1.0,128.0,1.0,255.0,150.0,8.366666666666667,90.0,0.5882352941176471,0.004631773969430292,20,12
Kplus31_KnotProt_Homologs,3M1W_A,139.0,0.7558915402377989,0.5832574148134562,2.677382262058617,105.06892409305405,0.6444302227358637,-26.37593984962406,-25.0,0.0,-74.0,15.016082357920142,-3508.0,0.0,132.0,1.0,256.0,150.0,9.42,109.0,0.5859375,0.004595588235294118,17,11
Kplus31_KnotProt_Homologs,3M2Y_A,142.0,0.7019868476179651,0.5231138932617361,2.5924957222730534,99.68213236175104,0.5952367507369473,-22.53676470588235,-20.5,0.0,-60.0,12.37401694742758,-3065.0,0.0,135.0,1.0,257.0,154.0,8.376623376623376,85.0,0.5992217898832685,0.004681420233463035,18,12
Kplus31_KnotProt_Homologs,3M5D_A,215.0,0.5239893071797196,0.3620947719498435,1.990233076099721,112.6577010436397,0.40657955961057424,-22.53917050691244,-21.0,-4.0,-55.0,10.632945291838114,-4891.0,0.0,217.0,0.0,331.0,237.0,7.755274261603375,144.0,0.716012084592145,0.004339467179346333,20,22
Kplus31_KnotProt_Homologs,3M5T_A,141.0,0.6879522975421895,0.5654558192829269,2.3834012700778917,97.00127395344872,0.5605177781213305,-24.664233576642335,-23.0,1.0,-63.0,13.102224345764952,-3379.0,1.0,136.0,0.0,256.0,154.0,8.915584415584416,134.0,0.6015625,0.0047181372549019605,17,13
Kplus31_KnotProt_Homologs,3M5C_A,217.0,0.5015921691905011,0.37440031319800493,1.9256399489269658,108.84550071433873,0.3899984731361383,-22.35185185185185,-20.0,-3.0,-51.0,10.04509721466777,-4828.0,0.0,216.0,0.0,331.0,240.0,7.825,82.0,0.7250755287009063,0.004394397143641857,24,23
Kplus31_KnotProt_Homologs,3M2Z_A,138.0,0.7112143877703263,0.5772405338436402,2.3545827855543715,98.14758551230503,0.5688302009296935,-23.313432835820894,-22.0,1.0,-62.0,13.548926217544844,-3124.0,1.0,132.0,1.0,255.0,151.0,8.490066225165563,86.0,0.592156862745098,0.004662652462559827,17,13
Kplus31_KnotProt_Homologs,3M4J_A,218.0,0.49953636859186223,0.3743924935609275,1.9194014452637287,108.89892835302597,0.39083930869979605,-24.03669724770642,-21.0,-2.0,-63.0,12.012552002201229,-5240.0,0.0,218.0,0.0,331.0,241.0,8.141078838174273,144.0,0.7280966767371602,0.004412707131740364,23,23
Kplus31_KnotProt_Homologs,3M5S_A,138.0,0.7211872351673848,0.5733920771791272,2.668877344048152,99.5238384530991,0.5928131522582575,-23.925925925925927,-21.0,1.0,-60.0,13.698677757024921,-3230.0,2.0,132.0,1.0,255.0,150.0,8.8,109.0,0.5882352941176471,0.004631773969430292,15,12
Kplus31_KnotProt_Homologs,3M4N_A,218.0,0.5007111973896617,0.36588477088226234,1.9182592310487179,109.15504103094625,0.39234424608430735,-22.977064220183486,-21.0,-3.0,-55.0,11.223109620169202,-5009.0,0.0,218.0,0.0,331.0,241.0,7.846473029045643,82.0,0.7280966767371602,0.004412707131740364,23,23
